S.,,,Un
No.,Branch,Course Name/Group Name,(Credits)
,,NETWORKING FOR SMART,
,,WIRELESS,
,,DEVICES(CS724A),
226,CSE,ADVANCED COMPILER,3-0-0-
,,OPTIMIZATIONS(CS738A),0(9)
,,,
,,,
227,CSE,INTRODUCTION TO,3-0-0-
,,MACHINE,0(9)
,,LEARNING(CS771A),
228,CSE,PROBABILISTIC MACHINE,3-0-0-
229,CSE,SPECIAL TOPICS IN,3-0-0-
,,COMPUTER,0(9)
,,SCIENCE(CS797A),
230,CSE,COMPUTATIONAL,3-0-0-
,,LINGUISTICS FOR INDIAN,0(9)
,,LANGUAGES(CS798B),
231,CSE,POST QUANTUM,3-0-0-
,,CRYPTOGRAPHY(CS798C),0(9)
,,,
,,,
232,CSE,ALGORITHMS FOR,3-0-0-
,,BAYESIAN NETWORKS AND,0(9)
,,CAUSALITY(CS798D),
233,CSE,PHD THESIS(CS799),0-0-0-
,,,0(0)
234,CSE,MS - RESEARCH,0-0-0-
,,THESIS(CS899),0(0)
235,CSE,DATA STRUCTURE &,3-0-3-
,,ALGORITHM(ESO207A),0(12)
236,ECO,INTRODUCTION TO,3-1-0-
,,ECONOMICS(ECO101A),0(11)
,,,
,,,
237,ECO,MICROECONOMICS,3-0-0-
,,I(ECO201A),0(9)
238,ECO,MACROECONOMICS,3-0-0-
,,I(ECO221A),0(9)
239,ECO,MICROECONOMICS,3-0-0-
S.,,,Units
No.,Branch,Course Name/Group Name,(Credits)
,,LEARNING(CS772A),0(9)
S.,,,Units
No.,Branch,Course Name/Group Name,(Credits)
240,ECO,MACROECONOMICS-,3-0-0-
,,II(ECO321A),0(9)
,,,
241,ECO,ECONOMETRICS I(ECO341A),3-0-3-
,,,0(12)
,,,
242,ECO,TECHNICAL,0-0-2-
,,COMMUNICATION(ECO397A,0(2)
,,),
243,ECO,UG PROJECT (UGP-,0-0-0-
,,I)(ECO398A),0(4)
244,ECO,INDUSTRIAL,3-0-0-
,,ECONOMICS(ECO411A),0(9)
,,,
245,ECO,INTERNATIONAL,3-0-0-
,,ECONOMICS AND,0(9)
,,FINANCE(ECO412A),
246,ECO,MACROECONOMICS AND,3-0-0-
,,FINANCE(ECO421A),0(9)
247,ECO,FINANCIAL,3-0-0-
,,ECONOMICS(ECO423A),0(9)
248,ECO,UNDER GRADUATE,0-0-0-
,,PROJECT-III(ECO498A),0(9)
249,ECO,ECONOMIC ANALYSIS OF,3-0-0-
,,LAW(ECO504A),0(9)
250,ECO,BEHAVIOURAL AND,3-0-0-
,,EXPERIMENTAL,0(9)
,,ECONOMICS(ECO506A),
251,ECO,MARKET DESIGN(ECO511A),3-0-0-
,,,0(9)
252,ECO,ECONOMIC GROWTH,3-0-0-
,,THEORY AND,0(9)
253,ECO,M SC THESIS(ECO699),0-0-0-
,,,0(9)
254,ECO,MICROECONOMICS(ECO701,3-0-0-
,,A),0(9)
255,ECO,ECONOMETRICS(ECO704A),3-0-0-
,,,0(9)
256,ECO,TOPICS IN MATHEMATICAL,3-0-0-
,,ECONOMICS: ASSET,0(9)
,,PRICING THEORY,
,,I(ECO719A),
257,ECO,ADVANCED MONETARY,3-0-0-
,,THEORY(ECO745A),0(9)
258,ECO,QUANTITATIVE ANALYSIS,3-0-0-
,,OF INTERNATIONAL,0(9)
,,TRADE(ECO752A),
259,ECO,GAME THEORY(ECO754A),3-0-0-
,,,0(9)
260,ECO,TOPICS IN ECONOMIC,3-0-0-
,,GROWTH(ECO758A),0(9)
,,,
261,ECO,MATHEMATICAL,3-0-0-
,,ANALYSIS FOR,0(9)
,,ECONOMICS(ECO760A),
262,ECO,PHD THESIS(ECO799),0-0-0-
,,,0(0)
263,EE,SIGNALS SYSTEMS &,3-1-0-
S.,,,Units
No.,Branch,Course Name/Group Name,(Credits)
,,,
,,,
,,,
,,,
,,,
264,EE,PRINCIPLES OF,3-1-0-
,,COMMUNICATION(EE320A),0(11)
,,,
,,,
,,,
,,,
,,,
265,EE,POWER SYSTEMS(EE330A),3-1-0-
,,,0(11)
,,,
,,,
,,,
,,,
,,,
266,EE,DIGITAL,3-1-0-
,,ELECTRONICS(EE370A),0(11)
,,,
,,,
