S.,,,Un
No.,Branch,Course Name/Group Name, Credits  
,, EE642A  ,9
,,,
,,,
,,,
291,EE,MONOLITHIC MICROWAVE,  
,, EE645A  ,9
,,,
292,EE,MICROWAVE,  
293,EE,BASICS OF MODERN,  
,,CONTROL,9
,, EE650A  ,
294,EE, EE653A  ,  
,,,9
,,,
,,,
295,EE,COMPUTATIONAL ASPECTS,  
,,OF TOMOGRAPHIC,9
,,IMAGING : MODELS TO,
,, EE659A  ,
296,EE,BASICS OF POWER,  
,,ELECTRONIC,12
,, EE660A  ,
297,EE,FUNDAMENTALS OF,  
,, EE664A  ,9
,,,
,,,
298,EE,INFORMATION,  
,, EE667A  ,9
,,,
,,,
299,EE,WIRELESS,  
,, EE670A,9
,,  ,
300,EE,DIGITAL COMMUNICATION,  
,, EE673A  ,9
301,EE,SIMULATION BASED,  
S.,,,Units
No.,Branch,Course Name/Group Name, Credits  
,,MEASUREMENTS AND,9
,, EE647A  ,
S.,,,Units
No.,Branch,Course Name/Group Name, Credits  
302,EE,SMART GRID,  
,, EE679A  ,9
,,,
,,,
303,EE,QUANTUM AND WAVE,  
,, EE683A  ,9
304,EE,FIBER-OPTIC,  
,, EE684A,9
,,  ,
305,EE,SEMICONDUCTOR OPTICAL,  
,,COMMUNICATION,9
,, EE685A  ,
306,EE,SPECIAL TOPICS IN,  
,, EE698,9
,,D  ,
307,EE,RF,  
,, EE698,9
,,F  ,
308,EE,ANALOG CIRCUITS FOR,  
,,SIGNAL,9
,, EE698W  ,
309,EE, EE699  ,  
,,,0
,,,
310,EE,MACHINE LEARNING,  
,, EE798C  ,9
311,EE,INTRODUCTION TO,  
,,TRANSPORTATION,9
,, EE798D  ,
312,EE,SMART GRID MONITORING,  
,,AND,9
,, EE798E  ,
313,EE,ADVANCED MODULATION,  
S.,,,Units
No.,Branch,Course Name/Group Name, Credits  
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
317,EE,INTRODUCTION TO,  
,,ELECTRICAL,13
,, ESO203A  ,
,,,
318,ES,CRYSTALLOGRAPHY AND,  
,, ES311A  ,11
,,,
,,,
319,ES,CRYSTALLOGRAPHY AND,  
,, ES311P  ,2
,,,
320,ES,COMMUNICATION SKILLS,  
,,IN EARTH,2
,, ES400A  ,
321,ES,STRUCTURAL,  
,, ES411A  ,9
,,,
322,ES,SEDIMENTARY PROCESSES,  
,,& STRATIGRAPHIC,8
,, ES412A  ,
323,ES,GEOLOGICAL EVOLUTION,  
,, ES417A  ,6
324,ES,ECONOMIC,  
,, ES450A  ,9
,,,
325,ES,ENVIRONMENTAL,  
,, ES451A  ,9
,,,
326,ES,ENGINEERING,  
,, ES452A  ,9
,,,
327,ES,ANALYTICAL METHODS IN,  
,, ES455A  ,9
,,,
328,ES, ES599  ,  
,,,36
329,ES,REMOTE SENSING AND GIS,  
,,FOR GEO-RESOURCE,9
,, ES644A  ,
330,ES,ISOTOPE GEOCHEMISTRY,  
,,AND,9
,, ES649A  ,
331,ES,COMMUNICATION SKILLS,  
,,IN EARTH,0
,, ES650A  ,
332,ES,MATHEMATICS FOR EARTH,  
,, ES651A  ,9
333,ES,ADVANCED STRUCTURAL,  
,, ES654A  ,9
334,ES,SOLID EARTH,  
,, ES655A  ,11
,,,
,,,
335,ES,ADVANCED METAMORPHIC,  
336,ES,PHYSICS OF,  
,, ES665A  ,9
,,,
337,ES, ES699  ,  
,,,0
,,,
,,,
338,ES, ES799  ,  
,,,0
339,ES,FUNDAMENTALS OF EARTH,  
,, ESO213A  ,9
340,HSS,ELEMENTS OF VISUAL,  
,, ART106A,11
,,  ,
341,HSS,THE ART OF AMERICAN,  
,, ART404A  ,9
342,HSS,20TH-21ST CENTURY,  
,,VISUAL CULTURE IN,9
,, ART407A  ,
343,HSS,ART A MEDIUM OF,  
,, ART704A,9
,,  ,
344,HSS,RESEARCH METHODS IN,  
,,VISUAL,9
,, ART708A  ,
345,HSS,CREATIVE PAINTING-,  
,,METHODOLOGY &,9
,, ART711A  ,
346,HSS,INTRODUCTION TO,  
,, ENG123A  ,11
,,,
,,,
347,HSS,LANGUAGE AND,  
348,HSS,INTRODUCTION TO FILM,  
,, ENG125A  ,11
,,,
,,,
349,HSS,SECOND LANGUAGE,  
,, ENG408A  ,9
350,HSS,LITERATURE AND,  
,, ENG432A  ,9
,,,
351,HSS, ENG433A  ,  
,,,9
352,HSS,INDIAN,  
,, ENG437A  ,9
353,HSS,LANGUAGES OF SOUTH,  
,, ENG448A  ,9
354,HSS,INTRODUCTION TO INDIAN,  
,,ENGLISH,5
,, ENG454A  ,
355,HSS,CLIMATE FICTION AND,  
,, ENG456A  ,9
356,HSS,SYNTAX AND STRUCTURES,  
,, ENG467A  ,9
,,,
357,HSS,LANGUAGE CURRICULUM,  
,, ENG707A  ,9
358,HSS,LINGUISTIC,  
,, ENG709A  ,9
,,,
359,HSS,INDIVIDUAL,  
S.,,,Units
No.,Branch,Course Name/Group Name, Credits  
,, ENG124A  ,11
360,HSS,FEMINIST THEORY AND,  
,, ENG743A  ,9
,,,
361,HSS,DOCUMENTARY FILM-,  
,,HISTORY &,9
,, ENG744A  ,
362,HSS,POSTWAR AMERICAN,  
,, ENG750A  ,9
,,,
363,HSS,RESEARCH METHODS IN,  
,,ENGLISH AS A SECOND,9
,,LANGUAGE,
,, ENG755A  ,
364,HSS,LANGUAGE,  
,,DOCUMENTATION AND,9
,, ENG763A  ,
